job_title,company_size,posted_date,year,quarter,description,years_experience_true,skill_count_true,degree_level_true,years_experience_extracted,skills_extracted,skill_count_extracted,degree_level_extracted,buzzword_count
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with R, AWS, Python, SQL, Spark. Minimum 1 years experience required. Bachelor's required. Must thrive in a cross-functional collaboration.",1,5,Bachelor's required,1,SQL|Python|R|AWS|Spark,5,Bachelor's required,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with GCP, Airflow, Python, Excel. Minimum 2 years experience required. None mentioned. Must thrive in a high-growth.",2,4,None mentioned,2,Python|Excel|GCP|Airflow,4,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Machine Learning, Azure, A/B Testing, Power BI, AWS. Minimum 2 years experience required. None mentioned. Must thrive in a scrappy.",2,5,None mentioned,2,Power BI|AWS|Azure|A/B Testing|Machine Learning,5,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,We are looking for a Data Analyst with 2+ years of experience. Required skills: AWS. Master's required. scrappy,2,1,Master's required,2,AWS,1,Master's required,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Power BI, Python. Bachelor's preferred. We're looking for someone who can cross-functional collaboration.",2,2,Bachelor's preferred,2,Python|Power BI,2,Bachelor's preferred,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Salesforce, Airflow, Statistics, SAP, Spark, Looker, dbt. Minimum 2 years experience required. None mentioned. Must thrive in a ambiguity.",2,7,None mentioned,2,Looker|dbt|Airflow|Spark|Statistics|Salesforce|SAP,7,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Power BI, Looker, GCP, Spark, Azure. Bachelor's required. self-starter",4,5,Bachelor's required,4,Power BI|Azure|GCP|Looker|Spark,5,Bachelor's required,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Power BI, R, Tableau, AWS. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a ambiguity.",2,4,Bachelor's preferred,2,Tableau|Power BI|R|AWS,4,Bachelor's preferred,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with R, Snowflake. Minimum 0 years experience required. Bachelor's preferred. Must thrive in a self-starter.",0,2,Bachelor's preferred,0,R|Snowflake,2,Bachelor's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with GCP. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a cross-functional collaboration.",2,1,Bachelor's preferred,2,GCP,1,Bachelor's preferred,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with SQL, GCP. Minimum 2 years experience required. Bachelor's required. Must thrive in a cross-functional collaboration.",2,2,Bachelor's required,2,SQL|GCP,2,Bachelor's required,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Airflow, AWS, Azure. Bachelor's preferred. wear many hats",3,3,Bachelor's preferred,3,AWS|Azure|Airflow,3,Bachelor's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Power BI, Salesforce, Airflow, A/B Testing, Tableau. Minimum 4 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",4,5,None mentioned,4,Tableau|Power BI|Airflow|A/B Testing|Salesforce,5,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 0 years of relevant experience and is proficient in Tableau, Snowflake, Salesforce. None mentioned. We're looking for someone who can cross-functional collaboration.",0,3,None mentioned,0,Tableau|Snowflake|Salesforce,3,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Tableau, Power BI, Excel. Minimum 1 years experience required. Master's preferred. Must thrive in a high-growth.",1,3,Master's preferred,1,Excel|Tableau|Power BI,3,Master's preferred,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 1+ years of experience. Required skills: dbt, SAP, Snowflake. None mentioned. self-starter",1,3,None mentioned,1,Snowflake|dbt|SAP,3,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Spark, Azure, dbt. Minimum 1 years experience required. None mentioned. Must thrive in a scrappy.",1,3,None mentioned,1,Azure|dbt|Spark,3,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Spark, Airflow. Master's required. We're looking for someone who can high-growth.",2,2,Master's required,2,Airflow|Spark,2,Master's required,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Spark, Python, Looker, Airflow. Minimum 0 years experience required. None mentioned. Must thrive in a ownership mindset.",0,4,None mentioned,0,Python|Looker|Airflow|Spark,4,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Statistics, A/B Testing, GCP. Minimum 2 years experience required. None mentioned. Must thrive in a scrappy.",2,3,None mentioned,2,GCP|Statistics|A/B Testing,3,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with dbt. Minimum 2 years experience required. None mentioned. Must thrive in a high-growth.",2,1,None mentioned,2,dbt,1,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Salesforce, Python, Looker, Statistics. None mentioned. We're looking for someone who can cross-functional collaboration.",1,4,None mentioned,1,Python|Looker|Statistics|Salesforce,4,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with AWS, GCP. Minimum 0 years experience required. None mentioned. Must thrive in a wear many hats.",0,2,None mentioned,0,AWS|GCP,2,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Machine Learning, Salesforce, Statistics. Minimum 3 years experience required. Master's preferred. Must thrive in a cross-functional collaboration.",3,3,Master's preferred,3,Statistics|Machine Learning|Salesforce,3,Master's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Machine Learning. None mentioned. We're looking for someone who can wear many hats.,2,1,None mentioned,2,Machine Learning,1,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 1+ years of experience. Required skills: GCP, Airflow, Power BI. Bachelor's preferred. fast-paced environment",1,3,Bachelor's preferred,1,Power BI|GCP|Airflow,3,Bachelor's preferred,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Power BI, Tableau. Minimum 1 years experience required. None mentioned. Must thrive in a fast-paced environment.",1,2,None mentioned,1,Tableau|Power BI,2,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with dbt, Statistics, SQL, Machine Learning, R, GCP. Minimum 1 years experience required. None mentioned. Must thrive in a wear many hats.",1,6,None mentioned,1,SQL|R|GCP|dbt|Statistics|Machine Learning,6,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Tableau, Statistics, Snowflake, Spark. Bachelor's preferred. We're looking for someone who can ownership mindset.",1,4,Bachelor's preferred,1,Tableau|Snowflake|Spark|Statistics,4,Bachelor's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Spark, Statistics, SQL. Bachelor's preferred. We're looking for someone who can ambiguity.",3,3,Bachelor's preferred,3,SQL|Spark|Statistics,3,Bachelor's preferred,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 1+ years of experience. Required skills: Looker, A/B Testing, Statistics, R. Bachelor's preferred. fast-paced environment",1,4,Bachelor's preferred,1,R|Looker|Statistics|A/B Testing,4,Bachelor's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Power BI, Statistics, R. None mentioned. We're looking for someone who can ambiguity.",2,3,None mentioned,2,Power BI|R|Statistics,3,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with SQL, R, Azure, Python. Minimum 0 years experience required. None mentioned. Must thrive in a scrappy.",0,4,None mentioned,0,SQL|Python|R|Azure,4,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Salesforce, Snowflake, GCP. Minimum 2 years experience required. None mentioned. Must thrive in a ambiguity.",2,3,None mentioned,2,GCP|Snowflake|Salesforce,3,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Machine Learning, Excel, AWS, Power BI, Salesforce. None mentioned. cross-functional collaboration",3,5,None mentioned,3,Excel|Power BI|AWS|Machine Learning|Salesforce,5,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with AWS, Tableau, Power BI, Salesforce, R. Minimum 2 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",2,5,None mentioned,2,Tableau|Power BI|R|AWS|Salesforce,5,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with GCP, Git. Minimum 2 years experience required. None mentioned. Must thrive in a high-growth.",2,2,None mentioned,2,GCP|Git,2,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with AWS. Minimum 4 years experience required. None mentioned. Must thrive in a self-starter.",4,1,None mentioned,4,AWS,1,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with GCP, Salesforce, Excel, SAP, AWS. Minimum 2 years experience required. None mentioned. Must thrive in a ownership mindset.",2,5,None mentioned,2,Excel|AWS|GCP|Salesforce|SAP,5,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Spark, Snowflake, Git, dbt. Bachelor's preferred. We're looking for someone who can high-growth.",2,4,Bachelor's preferred,2,Snowflake|dbt|Spark|Git,4,Bachelor's preferred,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Power BI, AWS, A/B Testing. None mentioned. self-starter",3,3,None mentioned,3,Power BI|AWS|A/B Testing,3,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,We are looking for a Data Analyst with 2+ years of experience. Required skills: Looker. Bachelor's preferred. stakeholder management,2,1,Bachelor's preferred,2,Looker,1,Bachelor's preferred,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Git, GCP, Python. Bachelor's preferred. fast-paced environment",2,3,Bachelor's preferred,2,Python|GCP|Git,3,Bachelor's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Git, Statistics, Spark, Machine Learning, Airflow, A/B Testing. Minimum 2 years experience required. None mentioned. Must thrive in a scrappy.",2,6,None mentioned,2,Airflow|Spark|Git|Statistics|A/B Testing|Machine Learning,6,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 0 years of relevant experience and is proficient in AWS, Azure, Looker, Statistics. None mentioned. We're looking for someone who can fast-paced environment.",0,4,None mentioned,0,AWS|Azure|Looker|Statistics,4,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Airflow, Azure. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a scrappy.",3,2,Bachelor's preferred,3,Azure|Airflow,2,Bachelor's preferred,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Statistics, Salesforce, Python, Excel, Spark, Airflow. Minimum 2 years experience required. None mentioned. Must thrive in a stakeholder management.",2,6,None mentioned,2,Python|Excel|Airflow|Spark|Statistics|Salesforce,6,None mentioned,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Machine Learning, SQL, Statistics. Master's required. high-growth",4,3,Master's required,4,SQL|Statistics|Machine Learning,3,Master's required,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in AWS, Salesforce, Tableau, Snowflake. Bachelor's preferred. We're looking for someone who can scrappy.",1,4,Bachelor's preferred,1,Tableau|AWS|Snowflake|Salesforce,4,Bachelor's preferred,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Snowflake, AWS. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a ambiguity.",2,2,Bachelor's preferred,2,AWS|Snowflake,2,Bachelor's preferred,1
Data Analyst,mid-size,2022-02-15,2022,2022Q1,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Git, Statistics, Azure, Looker. None mentioned. cross-functional collaboration",2,4,None mentioned,2,Azure|Looker|Git|Statistics,4,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with SQL, GCP, Statistics. Minimum 5 years experience required. None mentioned. Must thrive in a ambiguity.",5,3,None mentioned,5,SQL|GCP|Statistics,3,None mentioned,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Spark, Excel. Minimum 3 years experience required. None mentioned. Must thrive in a ambiguity.",3,2,None mentioned,3,Excel|Spark,2,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Excel, Spark, AWS. Minimum 2 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",2,3,None mentioned,2,Excel|AWS|Spark,3,None mentioned,1
Data Analyst,enterprise,2022-02-15,2022,2022Q1,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Statistics, Git, R. Bachelor's preferred. We're looking for someone who can ambiguity.",3,3,Bachelor's preferred,3,R|Git|Statistics,3,Bachelor's preferred,1
Data Analyst,startup,2022-02-15,2022,2022Q1,"As a Data Analyst, you will work with Machine Learning, AWS, Azure, Python. Minimum 1 years experience required. Bachelor's preferred. Must thrive in a ambiguity.",1,4,Bachelor's preferred,1,Python|AWS|Azure|Machine Learning,4,Bachelor's preferred,1
